"STAND","StrainAlias","FINAL1011order","Clade","Ploidy","Ty1_ratio_over_ploidy","Ty2_ratio_over_ploidy","Ty3_ratio_over_ploidy","Ty4_ratio_over_ploidy","Ty5_ratio_over_ploidy","Total_ratio_over_ploidy","Ty1_count","Ty2_count","Ty3_count","Ty4_count","Ty5_count","Total_count","Sporulation in water","Asci at 24h","Dyads at 24h","Asci at 72h","Dyads at 72h","CLS in water (day 8)","CLS in water (day 20)","CLS in SDC (day 7)","CLS in SDC (day 21)","CLS in SDC (day 35)","CLS in crSDC (day 7)","CLS in crSDC (day 21)","CLS in crSDC (day 35)"
"SACE_YCL",NA,654,"99.Other",2,0.17,0.77,0.54,0.18,0.01,1.67,0.34,1.54,1.08,0.36,0.02,3.34,"NA","98.581560280000005","4.3165467629999998","99.03846154","3.883495146","NA","NA","81.020437099999995","16.165894720000001","10.64731325","92.242485729999999","71.080586960000005","44.801106300000001"
"SACE_YBV",NA,655,"99.Other",2,23.19,11.39,4.17,0.03,2.62,41.4,46.38,22.78,8.34,0.06,5.24,82.8,"0","8","0","11.45038168","0","89.88","71.573999999999998","94.18437625","25.110411429999999","9.1005482569999998","94.753122219999995","67.678801890000003","46.596488360000002"
"SACE_YAX",NA,656,"99.Other",2,19.57,15.11,1.03,2.52,1.38,39.61,39.14,30.22,2.06,5.04,2.76,79.22,"0","1.342281879","0","26.229508200000001","0","58.98","42.076799999999999","47.597017860000001","6.8522570649999999","3.7105341699999999","97.941542850000005","85.368474300000003","66.838279720000003"
"SACE_YCG",NA,657,"99.Other",2,31.84,13.9,3.98,6.56,3.14,59.42,63.68,27.8,7.96,13.12,6.28,118.84,"0","3.0534351150000001","0","19.23076923","5","91.74","71.292000000000002","81.061959889999997","8.7203513820000005","4.4556475520000003","97.313424800000007","89.623554060000004","73.341105920000004"
"AAH",NA,658,"99.Other",1,5.5,15.88,2.32,0,1.42,25.12,5.5,15.88,2.32,0,1.42,25.12,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AFS",NA,659,"99.Other",2,9.72,14.03,3.84,0.01,0.81,28.41,19.44,28.06,7.68,0.02,1.62,56.82,"0","0","NA","0","NA","16.7","18.5","4.4933066229999996","2.3121323710000001","14.56766193","16.417172090000001","32.801471630000002","10.66714335"
"AGC",NA,660,"99.Other",1,10,25.85,3.83,1.12,0.02,40.82,10,25.85,3.83,1.12,0.02,40.82,"0","NA","NA","NA","NA","14.3","13.5","NA","NA","NA","NA","NA","NA"
"CFC",NA,661,"11.Ale_beer",4,12.84,21.04,0.48,0.53,0.01,34.9,51.36,84.16,1.92,2.12,0.04,139.6,"0","0","NA","0","NA","77.900000000000006","69","74.82948743","17.305451089999998","8.261653742","93.93725585","68.137750249999996","47.884168330000001"
"AGB",NA,662,"11.Ale_beer",2,8.94,28.78,0,0,0,37.72,17.88,57.56,0,0,0,75.44,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"ATV",NA,663,"11.Ale_beer",4,10.72,22.51,0,0.75,0,33.98,42.88,90.04,0,3,0,135.92,"NA","8","12.5","96","42.708333330000002","NA","NA","NA","NA","NA","NA","NA","NA"
"AAC",NA,664,"11.Ale_beer",2,12.54,18.96,0.01,0.53,0,32.04,25.08,37.92,0.02,1.06,0,64.08,"NA","0","NA","0","NA","NA","NA","47.645422840000002","4.5514394510000002","3.722080643","33.759507659999997","21.150969020000002","24.115222410000001"
"CBR",NA,665,"11.Ale_beer",4,10.89,19.34,0.23,0.29,0.01,30.76,43.56,77.36,0.92,1.16,0.04,123.04,"NA","0","NA","48","45.833333330000002","NA","NA","NA","NA","NA","NA","NA","NA"
"CFG",NA,666,"11.Ale_beer",4,10.74,19.55,0.25,0.27,0.01,30.82,42.96,78.2,1,1.08,0.04,123.28,"NA","2","0","51","68.627450980000006","NA","NA","NA","NA","NA","NA","NA","NA"
"CFH",NA,667,"11.Ale_beer",4,9.61,19.18,0.25,0.29,0.02,29.35,38.44,76.72,1,1.16,0.08,117.4,"NA","0","NA","0","NA","NA","NA","86.446964370000003","14.592401669999999","5.0936197610000002","91.726740759999998","84.037642450000007","58.351972869999997"
"AEC",NA,668,"11.Ale_beer",5,10.38,15.07,0,0.64,0,26.09,51.9,75.35,0,3.2,0,130.45,"0","0","NA","0","NA","73.5","57.6","75.063367690000007","23.375946110000001","7.5542112850000001","92.669290910000001","51.535250130000001","21.09876349"
"CFD",NA,669,"11.Ale_beer",4,9.59,20.41,0,0.28,0.01,30.29,38.36,81.64,0,1.12,0.04,121.16,"NA","0","NA","0","NA","NA","NA","28.981601820000002","57.241107450000001","94.426063290000002","78.224472180000006","64.371393100000006","51.38732984"
"CFM",NA,670,"11.Ale_beer",4,10.87,18.08,0,0,0,28.95,43.48,72.32,0,0,0,115.8,"NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AQT",NA,671,"11.Ale_beer",3,6.57,21.74,0.31,0,0,28.62,19.71,65.22,0.93,0,0,85.86,"0","0","NA","0","NA","36.5","2.3199999999999998","5.3222188629999998","9.7989937769999997","10.886046990000001","96.291297839999999","48.516065189999999","39.092961440000003"
"BRP",NA,672,"11.Ale_beer",4,10.46,33.6,0.23,0,0.3,44.59,41.84,134.4,0.92,0,1.2,178.36,"NA","0","NA","0","NA","NA","NA","4.1040996549999997","2.0182453470000001","3.652142037","90.573010650000001","30.88359985","15.35954018"
"BSI",NA,673,"11.Ale_beer",4,10.3,28.03,0.67,0.01,0.01,39.02,41.2,112.12,2.68,0.04,0.04,156.08,"0","0","NA","5","0","65.44","24.15","6.8840180789999996","0.35418655999999998","0.30423844300000003","23.850980209999999","2.5153503819999998","1.694800069"
"AEB",NA,674,"11.Ale_beer",4,12.56,35,0.5,1.01,0,49.07,50.24,140,2,4.04,0,196.28,"NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"ASH",NA,675,"11.Ale_beer",4,11.31,28.9,0.24,0.8,0.01,41.26,45.24,115.6,0.96,3.2,0.04,165.04,"NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BBG",NA,676,"11.Ale_beer",4,11.14,31.73,0.47,1.05,0,44.39,44.56,126.92,1.88,4.2,0,177.56,"NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BRQ",NA,677,"11.Ale_beer",4,9.07,32.29,0.47,1.12,0.01,42.96,36.28,129.16,1.88,4.48,0.04,171.84,"NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"CGC",NA,678,"11.Ale_beer",4,9.22,36.63,0,1.13,0,46.98,36.88,146.52,0,4.52,0,187.92,"NA","0","NA","55","0","NA","NA","NA","NA","NA","NA","NA","NA"
"CNC",NA,679,"M3.Mosaic_Region_3",2,14.54,6.59,0.78,2.24,0.61,24.76,29.08,13.18,1.56,4.48,1.22,49.52,"0","5","0","45","0","91.5","87.6","89.255049310000004","30.513057249999999","16.269760730000002","97.014316930000007","84.034411579999997","63.740436600000002"
"BMQ",NA,680,"M3.Mosaic_Region_3",2,22.27,18.26,1.48,8.16,1.09,51.26,44.54,36.52,2.96,16.32,2.18,102.52,"0","0","NA","0","NA","68.400000000000006","44.6","33.821749560000001","11.817182750000001","17.967185050000001","93.913609609999995","47.171155339999999","31.652030209999999"
"ACN",NA,681,"M3.Mosaic_Region_3",1,30.04,14.39,1.04,1.79,1.01,48.27,30.04,14.39,1.04,1.79,1.01,48.27,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"CBK",NA,682,"M3.Mosaic_Region_3",1,30.73,14.22,2.9,1.08,1.03,49.96,30.73,14.22,2.9,1.08,1.03,49.96,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"CBL",NA,683,"M3.Mosaic_Region_3",2,24.7,10.56,1.89,1.16,1.06,39.37,49.4,21.12,3.78,2.32,2.12,78.74,"NA","75","12","73","12.32876712","NA","NA","99.585585539999997","54.428444470000002","21.396521190000001","92.736883500000005","65.456573829999996","38.445229230000002"
"AKI","DBVPG6044",684,"M3.Mosaic_Region_3",2,9.87,3.86,1.05,0.01,0.72,15.51,19.74,7.72,2.1,0.02,1.44,31.02,"0","22","9.0909090910000003","27","7.407407407","44.8","35.5","42.702563619999999","9.2268074799999997","8.7863535779999999","78.704919279999999","42.567189949999999","32.527017170000001"
"ADA",NA,685,"M3.Mosaic_Region_3",1,11.04,4.17,1,0,1,17.21,11.04,4.17,1,0,1,17.21,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"ATE",NA,686,"M3.Mosaic_Region_3",2,10.92,4.08,1.09,0.01,1.21,17.31,21.84,8.16,2.18,0.02,2.42,34.62,"0","51","1.9607843140000001","63","1.587301587","58.9","49.3","87.783392280000001","22.633245370000001","12.65739134","83.755584549999995","17.2091885","11.34756889"
"CBM",NA,687,"M3.Mosaic_Region_3",2,25,9.52,1.91,1.13,1.11,38.67,50,19.04,3.82,2.26,2.22,77.34,"0","44","2.2727272730000001","68","1.4705882349999999","81.900000000000006","75.099999999999994","98.219436020000003","48.309847329999997","30.03749406","90.221479099999996","41.580233110000002","32.701543260000001"
"ACA",NA,688,"M3.Mosaic_Region_3",1,28.31,12.15,1.02,0,2.08,43.56,28.31,12.15,1.02,0,2.08,43.56,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"ACB",NA,689,"M3.Mosaic_Region_3",1,25.79,11.97,1.03,0,2.02,40.81,25.79,11.97,1.03,0,2.02,40.81,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BRL",NA,690,"M3.Mosaic_Region_3",1,30.2,15.6,3.95,1.13,3.08,53.96,30.2,15.6,3.95,1.13,3.08,53.96,"0","NA","NA","NA","NA","87.5","72.400000000000006","10.83901766","4.3541899610000003","3.105151255","69.855968020000006","60.706454530000002","44.57513385"
"ADT",NA,691,"M3.Mosaic_Region_3",1,37.99,13.22,1.89,3.12,1.37,57.59,37.99,13.22,1.89,3.12,1.37,57.59,"NA","NA","NA","NA","NA","NA","NA","28.69080464","23.546195709999999","32.488520680000001","81.612042040000006","59.354743749999997","46.818153969999997"
"SACE_GAV",NA,692,"M3.Mosaic_Region_3",2,36.3,14,2.96,2.22,1.22,56.7,72.6,28,5.92,4.44,2.44,113.4,"NA","0","NA","0","NA","NA","NA","78.258020090000002","32.968726140000001","16.203003549999998","91.989711200000002","74.703386170000002","54.192509889999997"
"SACE_YCE",NA,693,"M3.Mosaic_Region_3",2,17.7,9.92,2.15,1.2,2.48,33.45,35.4,19.84,4.3,2.4,4.96,66.9,"0","41.269841270000001","32.69230769","55.084745759999997","30.76923077","40.71","19.37","64.853623060000004","9.5884934479999995","6.0449715460000002","71.967092089999994","43.881087399999998","19.387570459999999"
"SACE_YCH",NA,694,"M3.Mosaic_Region_3",2,16.53,9,0.01,2.59,2.55,30.68,33.06,18,0.02,5.18,5.1,61.36,"0","44.303797469999999","0","73.026315789999998","15.31531532","94.41","75.232600000000005","88.066563489999993","23.648870729999999","7.8794251060000002","97.641302629999998","89.506640480000002","72.363574009999994"
"CLG",NA,695,"M3.Mosaic_Region_3",2,31.78,28.92,1.9,0.55,1.84,64.99,63.56,57.84,3.8,1.1,3.68,129.98,"0","0","NA","15","6.6666666670000003","95.9","96.2","77.332903209999998","18.781437660000002","11.514587799999999","95.486987069999998","66.439915260000006","44.037691340000002"
"CQC",NA,696,"12.West_African_cocoa",2,0.03,4.14,1.38,0,2.39,7.94,0.06,8.28,2.76,0,4.78,15.88,"0","0","NA","26","0","93.1","88.8","101.10410330000001","62.722445579999999","31.273324469999999","91.252054729999998","60.981224500000003","31.83119963"
"CQD",NA,697,"12.West_African_cocoa",2,0.03,4.12,1.33,0,2.37,7.85,0.06,8.24,2.66,0,4.74,15.7,"0","0","NA","23","0","95.3","91.3","101.944281","60.716464299999998","30.110747360000001","91.252054729999998","65.769150530000005","34.626532879999999"
"CQG",NA,698,"12.West_African_cocoa",2,7.28,2.73,0.86,2.67,1.9,15.44,14.56,5.46,1.72,5.34,3.8,30.88,"0","4","0","48","2.0833333330000001","94.2","89.7","91.485532660000004","51.717994089999998","37.710260079999998","92.109524690000001","69.62510005","46.444194039999999"
"CQI",NA,699,"12.West_African_cocoa",2,10.36,1.61,2.86,3.74,1.82,20.39,20.72,3.22,5.72,7.48,3.64,40.78,"0","35","2.8571428569999999","71","16.901408450000002","96","94.7","85.658776579999994","31.9743393","14.050262439999999","73.684347540000005","34.797191810000001","25.18701136"
"CQH",NA,700,"12.West_African_cocoa",2,2.37,5.93,2.35,0.56,1.86,13.07,4.74,11.86,4.7,1.12,3.72,26.14,"0","2","0","67","1.4925373129999999","94.6","90.6","99.290856219999995","63.476303590000001","29.931076350000001","90.000023240000004","65.201951449999996","41.603347120000002"
"CQL",NA,701,"12.West_African_cocoa",2,2.39,6.53,2.45,1.08,1.87,14.32,4.78,13.06,4.9,2.16,3.74,28.64,"0","13","0","63","0","93.3","89.2","88.182231079999994","51.341497969999999","25.118184769999999","88.993716759999998","70.440444659999997","50.673475340000003"
"ANN",NA,702,"12.West_African_cocoa",2,1.27,4.41,3,0.52,1.6,10.8,2.54,8.82,6,1.04,3.2,21.6,"0","0","NA","22","0","88.4","80.099999999999994","92.757257760000002","61.227530639999998","37.299856779999999","91.093826239999999","82.435808589999994","66.964794339999997"
"CQM",NA,703,"12.West_African_cocoa",2,1.36,4.43,2.87,0.5,1.91,11.07,2.72,8.86,5.74,1,3.82,22.14,"0","0","NA","21","0","93.9","88.4","89.188960600000001","53.790519639999999","27.257353439999999","89.214916549999998","78.635195530000004","60.33515791"
"CQE",NA,704,"12.West_African_cocoa",2,1.36,4.9,2.84,0.54,1.72,11.36,2.72,9.8,5.68,1.08,3.44,22.72,"0","2","0","16","0","96.3","91.9","100.2434808","67.360521849999998","38.349738240000001","90.486509850000004","73.257810390000003","37.448298979999997"
"CQK",NA,705,"12.West_African_cocoa",2,0.94,4.03,2.9,0.51,1.17,9.55,1.88,8.06,5.8,1.02,2.34,19.1,"0","0","NA","5","0","94.3","93.2","87.340890130000005","40.887958660000002","33.259397219999997","90.05864699","83.788879769999994","66.813253009999997"
"CQF",NA,706,"12.West_African_cocoa",2,0.63,3.47,2.9,0,2.24,9.24,1.26,6.94,5.8,0,4.48,18.48,"0","5","0","29","0","95.9","93.7","101.73100839999999","82.375998109999998","55.1622798","90.37906495","82.778428030000001","66.388255380000004"
"CQN",NA,707,"12.West_African_cocoa",2,1.54,4.05,2.89,0.51,1.26,10.25,3.08,8.1,5.78,1.02,2.52,20.5,"0","8","0","18","0","94","91.9","88.533847559999998","52.421497799999997","27.097935509999999","89.774120640000007","80.646095689999996","62.026451979999997"
"CQP",NA,708,"M3.Mosaic_Region_3",2,1.4,3.2,2.91,1.09,2.18,10.78,2.8,6.4,5.82,2.18,4.36,21.56,"0","1","0","21","0","95.7","91.6","90.207814819999996","54.02556637","29.67996638","91.382300209999997","88.664240559999996","81.716942660000001"
"AKQ",NA,709,"M3.Mosaic_Region_3",2,3.98,11.22,3.15,1.08,1.22,20.65,7.96,22.44,6.3,2.16,2.44,41.3,"0","24","0","92","5.434782609","95.9","93.8","86.879839959999998","63.153681949999999","42.13351205","83.598323239999999","53.08334919","32.669760349999997"
"AKS",NA,710,"M3.Mosaic_Region_3",2,2.8,8.95,1.85,0,1.09,14.69,5.6,17.9,3.7,0,2.18,29.38,"20.6","96","8.3333333330000006","93","5.3763440859999996","NA","NA","84.657792040000004","46.985593629999997","16.1533105","84.045686849999996","70.099598630000003","56.841465409999998"
"ALG",NA,711,"M3.Mosaic_Region_3",2,2.1,10.03,0.96,1.07,2.11,16.27,4.2,20.06,1.92,2.14,4.22,32.54,"0","68","0","85","2.3529411759999999","78.400000000000006","66.599999999999994","85.166928459999994","42.403160100000001","22.415419839999998","92.977837620000003","79.885076799999993","61.338757309999998"
"ABH",NA,712,"M3.Mosaic_Region_3",1,5.96,7.9,5.89,4.78,2.06,26.59,5.96,7.9,5.89,4.78,2.06,26.59,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SACE_YAN",NA,713,"M3.Mosaic_Region_3",2,6.73,9.47,5.82,5.69,2.53,30.24,13.46,18.94,11.64,11.38,5.06,60.48,"NA","54.166666669999998","0","99.047619049999994","3.846153846","NA","NA","99.442958590000003","27.270607900000002","14.707166170000001","93.547674040000004","85.923172309999998","70.482890010000006"
"SACE_YBZ",NA,714,"M3.Mosaic_Region_3",2,3.03,9.41,3.9,1.06,3.2,20.6,6.06,18.82,7.8,2.12,6.4,41.2,"NA","78.448275859999995","2.1978021980000002","91.869918699999999","11.504424780000001","NA","NA","104.0127725","42.293392420000004","17.841418279999999","94.450638350000006","68.977990009999999","51.538321719999999"
"BTI",NA,715,"M3.Mosaic_Region_3",2,1.05,5.26,3.72,1.99,1.17,13.19,2.1,10.52,7.44,3.98,2.34,26.38,"0","96","13.54166667","93","19.354838709999999","86.9","77.8","30.864614199999998","10.06622857","9.7099922109999994","49.259594669999998","28.407959429999998","23.41409835"
"CGB",NA,716,"M3.Mosaic_Region_3",2,0.04,13.73,1.94,1.1,2.17,18.98,0.08,27.46,3.88,2.2,4.34,37.96,"26.6","98","12.244897959999999","98","19.3877551","NA","NA","81.394479489999995","35.3097846","17.006188559999998","85.245434169999996","37.611480270000001","30.923982339999998"
"SACE_YDG",NA,717,"M3.Mosaic_Region_3",2,0.83,14.58,2.23,1.39,2.77,21.8,1.66,29.16,4.46,2.78,5.54,43.6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"ABI",NA,718,"M3.Mosaic_Region_3",1,11.37,15.08,8.16,2.12,2.01,38.74,11.37,15.08,8.16,2.12,2.01,38.74,"0","NA","NA","NA","NA","75.900000000000006","63.6","12.10739811","3.0370301479999999","4.8366792429999999","93.822215779999993","41.188333919999998","30.259458420000001"
"SACE_YAT",NA,719,"M3.Mosaic_Region_3",2,13.29,14.83,8.65,1.17,2.73,40.67,26.58,29.66,17.3,2.34,5.46,81.34,"0","37.404580150000001","4.0816326529999998","64.661654139999996","12.79069767","95.91","90.921599999999998","106.0010101","14.5767384","8.1687344510000006","95.71799068","80.256507249999999","57.06765721"
"BSK",NA,720,"M3.Mosaic_Region_3",2,22.28,15.14,3.86,1.06,1.11,43.45,44.56,30.28,7.72,2.12,2.22,86.9,"NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BMD",NA,721,"M3.Mosaic_Region_3",2,19.9,9.62,2.9,3.78,2.23,38.43,39.8,19.24,5.8,7.56,4.46,76.86,"0","27","77.777777779999994","64","70.3125","93.6","84.6","91.809740779999998","63.895446810000003","26.09439862","96.472610599999996","77.807573950000005","52.278657449999997"
"AAV",NA,722,"M3.Mosaic_Region_3",1,18.99,8.95,4.93,1.05,2.13,36.05,18.99,8.95,4.93,1.05,2.13,36.05,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BRV",NA,723,"M3.Mosaic_Region_3",2,17.97,8.1,4.28,0.56,2.06,32.97,35.94,16.2,8.56,1.12,4.12,65.94,"0","56","5.3571428570000004","85","8.2352941180000006","85.5","70.8","85.798538030000003","12.9485508","5.5259963299999999","84.658719320000003","36.876454870000003","22.57699582"
"SACE_YAP",NA,724,"M3.Mosaic_Region_3",2,23.02,8.22,6.09,0,2.58,39.91,46.04,16.44,12.18,0,5.16,79.82,"0","8.1967213109999992","0","70.940170940000002","3.6144578310000002","98.3","92.679299999999998","90.780710240000005","58.525545919999999","25.441401949999999","95.412772660000002","71.993028210000006","47.302283109999998"
"SACE_YAQ",NA,725,"M3.Mosaic_Region_3",2,18.59,8.52,4.13,1.06,2.66,34.96,37.18,17.04,8.26,2.12,5.32,69.92,"0","21.794871789999998","0","55.882352939999997","3.50877193","68","43.008000000000003","57.76694517","7.4394855790000003","4.62601861","85.160018739999998","29.708779239999998","24.220073150000001"
"SACE_YAR",NA,726,"M3.Mosaic_Region_3",2,18.26,14.33,6.95,1.21,2.2,42.95,36.52,28.66,13.9,2.42,4.4,85.9,"0","39.25925926","0","71.171171169999994","8.8607594939999998","98.21","94.763000000000005","72.285838580000004","37.189235400000001","8.1318616909999992","85.176846060000003","60.519974570000002","18.657206680000002"
"ABK",NA,727,"M3.Mosaic_Region_3",1,21.14,11.86,4.97,4.02,2.02,44.01,21.14,11.86,4.97,4.02,2.02,44.01,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SACE_YAU",NA,728,"M3.Mosaic_Region_3",2,19.6,11.05,5.47,1.19,1.57,38.88,39.2,22.1,10.94,2.38,3.14,77.76,"0","26.356589150000001","2.9411764709999999","89.726027400000007","25.190839690000001","97.71","94.176000000000002","114.5283589","56.114736180000001","7.4788896889999998","96.723448689999998","90.867826669999999","80.213646699999998"
"ABA",NA,729,"M3.Mosaic_Region_3",1,22.52,9.01,7.09,3.01,1.02,42.65,22.52,9.01,7.09,3.01,1.02,42.65,"0","NA","NA","NA","NA","61.6","41.6","NA","NA","NA","NA","NA","NA"
"SACE_YAV",NA,730,"M3.Mosaic_Region_3",2,17.06,13.03,6.26,4.18,1.38,41.91,34.12,26.06,12.52,8.36,2.76,83.82,"0","5.4545454549999999","0","38.571428570000002","0","64.36","41.298400000000001","19.275317080000001","3.3430051609999998","2.5606713409999999","91.458332510000005","65.804899820000003","51.937416859999999"
"AAS",NA,731,"M3.Mosaic_Region_3",1,16,9.22,0,0,1.09,26.31,16,9.22,0,0,1.09,26.31,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AAT",NA,732,"M3.Mosaic_Region_3",1,12.99,9.13,1.89,0,0,24.01,12.99,9.13,1.89,0,0,24.01,"0","NA","NA","NA","NA","78.8","74.400000000000006","NA","NA","NA","NA","NA","NA"
"ABG",NA,733,"M3.Mosaic_Region_3",1,22.61,6.77,4.97,2.1,2.01,38.46,22.61,6.77,4.97,2.1,2.01,38.46,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SACE_YAK",NA,734,"M3.Mosaic_Region_3",2,30.15,10.59,4.24,2.39,1.34,48.71,60.3,21.18,8.48,4.78,2.68,97.42,"0","8.9285714289999998","0","42.982456139999996","24.489795919999999","93.74","73.63","83.364168019999994","11.331294120000001","9.3288081980000008","97.331781879999994","81.766632529999995","61.903982650000003"
"CEN",NA,735,"M3.Mosaic_Region_3",2,11.2,16.26,1.65,3.21,2.14,34.46,22.4,32.52,3.3,6.42,4.28,68.92,"0","40","2.5","71","4.2253521129999996","70","53.8","69.232709659999998","25.99145635","24.91117929","94.241673399999996","65.232761490000001","41.251330629999998"
"SACE_YAW",NA,736,"M3.Mosaic_Region_3",2,14.21,8.9,2.95,1.14,1.36,28.56,28.42,17.8,5.9,2.28,2.72,57.12,"0","6.1728395059999999","0","70.779220780000003","1.8348623850000001","89.28","77.418000000000006","61.48299222","16.80968421","8.2566618009999999","91.234886059999994","44.170548599999996","33.162906360000001"
"SACE_YBJ",NA,737,"M3.Mosaic_Region_3",2,24.74,6.38,1.97,0.12,1.65,34.86,49.48,12.76,3.94,0.24,3.3,69.72,"0","36.09022556","0","74.242424240000005","6.1224489799999997","86.11","60.748800000000003","32.252160840000002","5.0625391559999997","1.8037262599999999","84.569532699999996","62.12987159","43.968183590000002"
"SACE_YBK",NA,738,"M3.Mosaic_Region_3",2,20.22,7.53,5.08,1.08,2.59,36.5,40.44,15.06,10.16,2.16,5.18,73,"0","0","NA","13.46153846","0","83.14","49.0886","47.260221880000003","13.91600216","10.372996130000001","63.539765109999998","31.25308558","36.340594979999999"
